,text,Food Probability,Place Probability,Service Probability,Topic
494,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",0.045897786,0.9011535,0.052948717,Place
495,Highly recommend this as great value for excellent sushi and service.,0.4231114,0.5242348,0.05265387,Place
496,This place would be so much better served by being run by a group that actually understands customer service.,0.04153697,0.7508479,0.20761518,Place
497,A++   The service was good to excellent along with the attitude.,0.088311866,0.8235059,0.08818228,Place
498,"This is my fourth try over a two year period, and I'm done.",0.17668463,0.1782268,0.6450886,Service
499,The food is awesome - definitely try the striped bass.,0.11758231,0.21493714,0.6674805,Service
500,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",0.0437095,0.4734229,0.48286757,Service
501,black white shakes came out good also.,0.37880155,0.5293055,0.091892965,Place
502,It's simply the best meal in NYC.,0.7493339,0.13026226,0.12040385,Food
503,Probably would not go again...,0.17768513,0.17141473,0.6509002,Service
504,After passing by this restaurant for sometime I finally decided to go in and have dinner.,0.80934346,0.102310024,0.08834655,Food
505,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",0.8817385,0.055472195,0.062789336,Food
506,I ordered the chu chu curry and my friend ordered the pad thai chicken.,0.73666805,0.072278425,0.19105351,Food
507,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,0.56243855,0.3102602,0.12730122,Food
508,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,0.06292408,0.63909936,0.29797658,Place
509,"However, they've got the most amazing pastrami and the soups hit the spot.",0.06910176,0.85732925,0.07356898,Place
510,Great bagels made the old-fashioned way.,0.08834612,0.095515996,0.8161379,Service
511,"This is some really good, inexpensive sushi.",0.0961612,0.5887018,0.315137,Place
512,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",0.061327893,0.0676785,0.8709936,Service
513,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",0.045371775,0.8261644,0.1284638,Place
514,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,0.06041395,0.36357552,0.5760105,Service
515,The pizza is delicious and the proprietor is one of the nicest in NYC.,0.3339618,0.5503336,0.11570457,Place
516,"Also good for client lunch meetings, esp.",0.20162028,0.7056547,0.09272505,Place
517,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,0.33293954,0.5669579,0.100102566,Place
518,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",0.077385634,0.8490071,0.07360725,Place
519,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,0.83736753,0.073371515,0.08926101,Food
520,The setting is casual and romantic.,0.62316436,0.20711488,0.1697208,Food
521,IT WAS HORRIBLE.,0.33333334,0.33333334,0.33333334,Food
522,"Terrible, terrible management - deserves to be shut-down.",0.21163487,0.6102097,0.17815545,Place
523,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",0.03588622,0.38093662,0.5831772,Service
524,The desserts are more appealing then stuffy overpriced French restaurants.,0.22178632,0.4266257,0.351588,Place
525,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",0.047082912,0.40519848,0.5477186,Service
526,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",0.27158,0.035633627,0.69278634,Service
527,"I found the food to be outstanding, particulary the salmon dish I had.",0.087974474,0.8234993,0.08852623,Place
528,Mizu is home to creative and unique rolls not to found anywhere else.,0.087023705,0.20526715,0.70770913,Service
529,"The New York Times has reviewed this place three times already, you know it's going to be good.",0.038265105,0.038198687,0.9235362,Service
530,Baluchi's has solid food and a nice decor at reasonable prices.,0.07308773,0.33745864,0.58945364,Service
531,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",0.08364156,0.84415513,0.07220331,Place
532,I have been to spice three times- twice during lunch and once at dinner.,0.8209362,0.08869432,0.090369515,Food
533,"Moules were excellent, lobster ravioli was VERY salty!",0.17701715,0.64937526,0.17360762,Place
534,I came to this restaurant expecting to be surprised but left bored and overcharged.,0.30259326,0.080539055,0.6168677,Service
535,"A cheap eat for NYC, but not for dosa.",0.17433058,0.6567101,0.16895936,Place
536,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,0.05329264,0.059430625,0.8872767,Service
537,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",0.036427505,0.91841316,0.04515933,Place
538,i don't usually order wine with indian so i can't comment on their wine list or their wines.,0.047646623,0.90637946,0.04597392,Place
539,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,0.31825632,0.593053,0.08869068,Place
540,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",0.06483255,0.87485766,0.06030978,Place
541,"Really though, where's the seasoning?",0.11771896,0.767805,0.114476055,Place
542,"The food was just OK, at least for what food was available.",0.09119633,0.62091506,0.2878886,Place
543,"by dinner time, they turn it around and mount a huge comeback!!",0.08116838,0.07454027,0.8442913,Service
544,The waitress was very patient with us and the food is phenomenal!,0.11387029,0.76722807,0.11890165,Place
545,"The ambience was nice, but service wasn't so great.",0.077991046,0.119086005,0.8029229,Service
546,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",0.5642874,0.39567927,0.040033348,Food
547,The people that work there are always so friendly you forget you are in New York sometimes.,0.13552798,0.074911065,0.789561,Service
548,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",0.6175441,0.330324,0.052131858,Food
549,The location and ambience is Ok but the food is what makes up for it.,0.3092119,0.08483951,0.60594857,Service
550,"otherwise, good stuff for late nite eats.",0.8019708,0.10043494,0.097594306,Food
551,"The dinner was ok, nothing I would have again.",0.09758632,0.094174996,0.8082387,Service
552,It is thick and slightly soggy.,0.33333334,0.33333334,0.33333334,Food
553,Its not the same if you have to sit inside.,0.33333334,0.33333334,0.33333334,Food
554,I love and I know gourmet food by excellence!,0.07078044,0.35618997,0.57302964,Service
555,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",0.80692035,0.090790264,0.10228941,Food
556,Great people watching as others do the same to you.,0.12157956,0.14269182,0.73572856,Service
557,Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,0.64403975,0.17646685,0.17949343,Food
558,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",0.05121463,0.3775599,0.57122546,Service
559,He offers subpar service and has no personality.,0.086641826,0.59996665,0.31339154,Place
560,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",0.060883228,0.65806216,0.2810546,Place
561,I'm going back.,0.13593617,0.11435347,0.7497103,Service
562,Diner food at bistro prices is a bummer....,0.12766586,0.7349355,0.13739859,Place
563,My friends and I have been going here regularly for two years.,0.76258636,0.090285376,0.14712828,Food
564,"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",0.046598002,0.037939046,0.915463,Service
565,"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.",0.08657575,0.0919916,0.82143265,Service
566,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",0.3123518,0.5949633,0.092684925,Place
567,Me and my girls will definitely go back.,0.11564908,0.11576408,0.7685868,Service
568,"The first time the sushi was outstanding, the second time it was a little bland.",0.061759327,0.061788484,0.87645215,Service
569,The portions are large and the servers always surprise us with a different starter.,0.17067027,0.7002582,0.12907155,Place
570,"delicious bagels, especially when right out of the oven.",0.07376945,0.50257754,0.42365298,Place
571,Ive passed by the spot tons of times always wanting to go in.,0.06968518,0.85193205,0.078382745,Place
572,All the food was hot tasty.,0.34452775,0.53048694,0.124985315,Place
573,Have been several times and it never dissapoints.,0.11559712,0.15218829,0.7322146,Service
574,This is one great place to eat pizza more out but not a good place for take-out pizza.,0.20543048,0.74337053,0.051198952,Place
575,Our server was very helpful and friendly.,0.08969344,0.815879,0.094427586,Place
576,Try green curry with vegetables.,0.33333334,0.33333334,0.33333334,Food
577,Would recommend this place as a good date spot if you don't want to drop a ton of cash.,0.060823917,0.8844797,0.054696415,Place
578,While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,0.82841676,0.0847574,0.08682586,Food
579,This place was not ALL THAT!,0.17727202,0.6405314,0.18219659,Place
580,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",0.082192704,0.57618093,0.3416264,Place
581,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",0.17658664,0.046061732,0.77735156,Service
582,Much more reasonably priced too!,0.08888647,0.09100277,0.82011074,Service
583,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",0.4243222,0.50096685,0.07471093,Place
584,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",0.72114056,0.22732583,0.051533625,Food
585,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,0.110805295,0.5749151,0.31427965,Place
586,Others have to go to other restaurants and feel sad until they're eaten.,0.796156,0.098091416,0.105752625,Food
587,Why make a reservation if you aren't going to keep it?,0.85878736,0.07100125,0.07021138,Food
588,"The Pad Thai is excellent here, as well.",0.56657,0.34513882,0.088291205,Food
589,Big and gawky on the outside.,0.1704035,0.1869562,0.6426403,Service
590,I have been to Mary's many times and I like it.,0.1324502,0.08774863,0.7798012,Service
591,"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",0.8182515,0.0901844,0.09156415,Food
592,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,0.9037739,0.05312582,0.04310027,Food
593,HIGHLY RECOMMENDED!!!!!,0.77306706,0.113769986,0.11316294,Food
594,This is the best thing in Soho.,0.7635835,0.11669463,0.1197219,Food
595,Went here last night and had a pleasant experience.,0.85884416,0.06895091,0.07220493,Food
596,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",0.5164281,0.058293503,0.42527843,Food
597,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,0.8628038,0.06888265,0.0683135,Food
598,"For $760 for 2 people, it's a once in a lifetime experience.",0.5364103,0.118170716,0.34541905,Food
599,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",0.06621986,0.87136734,0.062412832,Place
600,We had the pot-stickers which were great and a tempura dish that was great.,0.09127608,0.8160594,0.09266453,Place
601,I think the stuff was better than Disney.,0.13893145,0.7420702,0.1189983,Place
602,"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",0.7966219,0.061886698,0.14149143,Food
603,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",0.031693622,0.16801038,0.80029595,Service
604,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",0.05570633,0.3462681,0.59802556,Service
605,I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,0.043180723,0.74787337,0.20894589,Place
606,It's definately not a place to go if you want to impress someone.,0.08560855,0.8279677,0.086423784,Place
607,"Well, their deliveries take for ever and the food is usually cold.",0.2620538,0.6891537,0.048792552,Place
608,The staff is no nonsense.,0.64522684,0.17200334,0.18276986,Food
609,Chinese Desserts are known for healthful benefits in addition to the sweetness.,0.7339384,0.17654364,0.08951799,Food
610,Wonderful at holiday time.,0.12445402,0.66325015,0.21229582,Place
611,And really large portions.,0.09876214,0.8138457,0.0873922,Place
612,The place is a lot of fun.,0.17729454,0.64044267,0.18226282,Place
613,This is a great Thai restaurant with a very friendly staff.,0.7079388,0.22588383,0.066177376,Food
614,"Have eaten at Ginger House several times, and it's always good.",0.062707946,0.8720915,0.06520059,Place
615,I ordered the smoked salmon and roe appetizer and it was off flavor.,0.08874299,0.11619176,0.7950652,Service
616,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",0.51456434,0.24013287,0.24530283,Food
617,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",0.22054356,0.26812896,0.51132745,Service
618,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",0.05986142,0.86014867,0.07998991,Place
619,"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",0.8718622,0.062674455,0.06546339,Food
620,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",0.0632103,0.08352453,0.85326517,Service
621,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",0.60040766,0.33027923,0.06931313,Food
622,"In fact, two people could really share one plate.",0.059699655,0.3749722,0.5653282,Service
623,The food is great and authentic.,0.0936486,0.34811002,0.55824137,Service
624,This was a repeat visit and we'll definitely be back again.,0.087040685,0.087910146,0.82504916,Service
625,during happy hour!,0.19585033,0.63205177,0.17209788,Place
626,Good for casual dinner with jeans and sneakers.,0.14514554,0.73147106,0.12338338,Place
627,Love YUKA.,0.16818698,0.17026137,0.6615517,Service
628,"Anyway, the food is good, the price is right and they have a decent wine list.",0.28087482,0.6693595,0.04976573,Place
629,"Go, go, hurry, before everyone finds out about it.",0.12331349,0.74117917,0.13550739,Place
630,Prices are higher to dine in and their chicken tikka marsala is quite good.,0.86252254,0.076923184,0.060554314,Food
631,I am bringing my whole family back next time.,0.33524138,0.059863046,0.6048956,Service
632,This place has many different styles of pizza and they are all amazing.,0.84680796,0.094155155,0.05903692,Food
633,The photos of the restaurant in its web site are way better than the real look.,0.11689451,0.10513598,0.7779695,Service
634,The food was lousy - too sweet or too salty and the portions tiny.,0.09814322,0.79918593,0.10267084,Place
635,But the coconut rice was good.,0.11658323,0.76353073,0.11988607,Place
636,It took them 25 minutes to bring our appetizer.,0.813563,0.11375002,0.07268698,Food
637,A guaranteeed delight!,0.33333334,0.33333334,0.33333334,Food
638,I have been coming to this neighborhood spot for years.,0.085098945,0.82953626,0.08536482,Place
639,Overall I would recommend it and go back again.,0.5126289,0.06917501,0.41819605,Food
640,The food was great.,0.11785699,0.75862026,0.12352279,Place
641,Pair you food with the excellent beers on tap or their well priced wine list.,0.45286602,0.49744058,0.049693413,Place
642,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,0.049898826,0.43099493,0.51910627,Service
643,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,0.07071717,0.85989124,0.069391556,Place
644,"Anyway, this is the last time I cross the williamsburg.",0.12299648,0.11495677,0.76204675,Service
645,Metrazur has a beautiful spot overlooking the main terminal.,0.084704995,0.8310922,0.084202796,Place
646,Friendly staff that actually lets you enjoy your meal and the company you're with.,0.6249554,0.31328532,0.061759293,Food
647,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",0.120200634,0.11702901,0.76277035,Service
648,Guess the 555Soul ads didn't launch her big modeling career.,0.33333334,0.33333334,0.33333334,Food
649,The restaurant is rather small but we were lucky to get a table quickly.,0.80215585,0.09567797,0.10216616,Food
650,"Besides, we were on vacation!",0.33333334,0.33333334,0.33333334,Food
651,I love this cozy around the way Rest.,0.115480505,0.112745166,0.7717743,Service
652,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",0.047101952,0.90253484,0.050363183,Place
653,Don't leave without trying One Night in Tokyo.,0.3773373,0.08267479,0.5399879,Service
654,Save yourself the time and trouble and skip this one!,0.11382408,0.115054935,0.771121,Service
655,This is my favorite Italian restaurant in all of New York City.,0.0787845,0.14435564,0.7768598,Service
656,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",0.84919935,0.087080814,0.06371985,Food
657,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,0.06223488,0.6888768,0.24888831,Place
658,"But, they were too big for the bun.",0.33333334,0.33333334,0.33333334,Food
659,"The food is fresh, delicious, and reasonably priced.",0.060942065,0.25484324,0.6842147,Service
660,Raga stands out with an interesting fusion of French and Indian cooking.,0.66526437,0.09106176,0.24367386,Food
661,"A few tips: skip the turnip cake, roast pork buns and egg custards.",0.33333334,0.33333334,0.33333334,Food
662,The bagels are fabulous.,0.17247082,0.17086866,0.6566605,Service
663,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",0.08927532,0.82505876,0.08566591,Place
664,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,0.053802792,0.038697947,0.90749925,Service
665,"The food was very good, a great deal, and the place its self was great.",0.051168993,0.89520633,0.053624727,Place
666,The food options rule.,0.17486373,0.64277047,0.1823658,Place
667,A great choice at any cost and a great deal.,0.39353478,0.51981634,0.08664887,Place
668,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",0.40171885,0.08501281,0.51326835,Service
669,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",0.099709354,0.7915921,0.10869856,Place
670,Definately check it out!!!,0.66535777,0.16727197,0.16737026,Food
671,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",0.17159669,0.0780288,0.75037456,Service
672,"Their calzones are horrific, bad, vomit-inducing, YUCK.",0.33333334,0.33333334,0.33333334,Food
673,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,0.07054216,0.8661949,0.063262984,Place
674,The place itself is beautiful the bar scene seems to be happening.,0.09791225,0.7969851,0.105102666,Place
675,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",0.9054102,0.047735974,0.046853837,Food
676,"Good spreads, great beverage selections and bagels really tasty.",0.14942706,0.76238364,0.088189304,Place
677,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",0.09228491,0.060519483,0.8471956,Service
678,We will be back.,0.17831005,0.17116745,0.65052253,Service
679,"Also, top the meal with a delicious and perfect slice of tiramisu.",0.07394529,0.85361177,0.07244296,Place
680,It seems like this is a place the locals like and the people working here liked it too.,0.06517447,0.047227394,0.8875981,Service
681,Check out the secret back room.,0.7792852,0.088383526,0.13233128,Food
682,"It's also attached to Angel's Share, which is a cool, more romantic bar...",0.07404151,0.8561662,0.06979236,Place
683,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",0.05921663,0.070640534,0.8701429,Service
684,Stick to the gulab jamun.,0.33333334,0.33333334,0.33333334,Food
685,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",0.023894046,0.95152444,0.024581563,Place
686,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,0.8154133,0.09394253,0.090644196,Food
687,With the theater 2 blocks away we had a delicious meal in a beautiful room.,0.39825743,0.5400239,0.061718643,Place
688,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",0.90776855,0.043141525,0.049089927,Food
689,We were not dissappointed in the least bit by this little gem.,0.123311974,0.117388226,0.7592998,Service
690,Also very inexpensive.,0.1921306,0.62794435,0.17992505,Place
691,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",0.78677875,0.054376934,0.15884432,Food
692,I got enough reasons to keep coming back!!!,0.39511442,0.10179756,0.503088,Service
693,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,0.046444044,0.8917544,0.061801568,Place
694,The food is great and reasonably priced.,0.074219,0.10206177,0.8237192,Service
695,The characters really make for an enjoyable experience.,0.81294405,0.11798532,0.06907062,Food
696,I would definitely recommend SEA if you like thai cuisine!,0.30047774,0.05849306,0.64102924,Service
697,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",0.5254086,0.43620548,0.03838589,Food
698,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",0.5999717,0.045792922,0.35423538,Food
699,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",0.55586636,0.058025062,0.38610855,Food
700,You cannot go wrong with this place.,0.115326665,0.7688747,0.11579863,Place
701,"It is the type of place to run into old friends and have a late, raucus dinner.",0.8395486,0.08814732,0.072304145,Food
702,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",0.048614856,0.90560883,0.04577635,Place
703,Prices are in line.,0.21340923,0.20408982,0.582501,Service
704,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",0.82743615,0.04804928,0.12451462,Food
705,The food is prepared quickly and efficiently.,0.117809124,0.17353265,0.7086582,Service
706,and for this i had to shell out a small fortune?,0.20238853,0.17771922,0.6198923,Service
707,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",0.13777283,0.09495837,0.76726884,Service
708,The food looked very appetizing and delicious since it came on a variety of fancy plates.,0.32976282,0.38974687,0.28049034,Place
709,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,0.1224623,0.11227553,0.7652622,Service
710,I have tried literally every restaurant on curry row.,0.8249093,0.085490644,0.08960003,Food
711,"The food is terrible and overall, I would have to say avoid at all costs.",0.10814792,0.09912193,0.79273015,Service
712,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",0.1178567,0.11553369,0.7666096,Service
713,"Unfortunately, the food was NOT something to get worked up about.",0.5487017,0.32650504,0.12479328,Food
714,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",0.17809162,0.08140078,0.74050754,Service
715,I had Filet Mignon with garlic mash.,0.33333334,0.33333334,0.33333334,Food
716,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",0.8414403,0.088736326,0.06982337,Food
717,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",0.07348365,0.85234326,0.07417305,Place
718,Go inside and you won't want to leave.,0.11231231,0.7553069,0.13238078,Place
719,I loving bringing friends here - and I do so every chance I get.,0.5866336,0.07107575,0.3422906,Food
720,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",0.3979545,0.5749065,0.02713895,Place
721,"Yes, the prices are high, but I felt it was worth it.",0.28898814,0.07008929,0.6409226,Service
722,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",0.8241107,0.090575196,0.08531412,Food
723,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",0.24033202,0.7027936,0.056874406,Place
724,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",0.46440837,0.49813733,0.03745428,Place
725,The owner truly caters to all your needs.,0.11511723,0.7689113,0.115971446,Place
726,He takes real pride in his food and his business.,0.40546486,0.49533412,0.09920103,Place
727,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,0.26495305,0.050046895,0.68500006,Service
728,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,0.76687974,0.11846294,0.114657335,Food
729,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",0.38774386,0.52811134,0.08414477,Place
730,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",0.2943457,0.65744495,0.048209317,Place
731,I would go back tho.,0.11809498,0.1139972,0.76790786,Service
732,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",0.11190826,0.043648828,0.84444296,Service
733,too large for just two people but nothing was left.,0.08136834,0.3274756,0.591156,Service
734,I cannot imagine better Indian food in all of the city.,0.08501371,0.58463705,0.3303492,Place
735,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,0.049716324,0.90246755,0.04781616,Place
736,A pleasant surprise.,0.16764216,0.17057997,0.66177785,Service
737,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,0.6661433,0.05173858,0.28211817,Food
738,If you don't mind all that noise then go to the Chart House.,0.18429077,0.645798,0.16991122,Place
739,We got most of it back at home with us.,0.11445225,0.11253346,0.7730143,Service
740,Get there before 7pm.,0.33333334,0.33333334,0.33333334,Food
741,very good breads as well.,0.34258303,0.5704227,0.0869943,Place
742,"if this happens, just ask for real naan.",0.33333334,0.33333334,0.33333334,Food
743,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,0.77594024,0.09894389,0.12511592,Food
744,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",0.6064522,0.25722823,0.13631956,Food
745,"Pizza is terrific, as is homemade pasta.",0.41402635,0.124604024,0.46136963,Service
746,Definitely a neighborhood favorite.,0.08597789,0.1040519,0.8099702,Service
747,This is a wonderful place on all stand points especially value ofr money.,0.059171807,0.87837094,0.06245729,Place
748,My first encounter happened one friday evening with a friend.,0.81743586,0.094496086,0.088068075,Food
749,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,0.17545766,0.6521887,0.17235367,Place
750,"Service is not exactly five star, but thats not really a big deal.",0.08825932,0.81929773,0.092442974,Place
751,There are other people waiting!,0.6082693,0.12632406,0.26540667,Food
752,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",0.069468774,0.8607675,0.06976379,Place
753,OU MUST TRY THIS RESTAURANT.,0.6969452,0.1198945,0.1831603,Food
754,"We left, never to return.",0.084573984,0.5637319,0.3516941,Place
755,Consistently good Japanese Tapas.,0.115883105,0.7693146,0.11480228,Place
756,No apologies during restaurant week.,0.19080208,0.12044189,0.688756,Service
757,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",0.062150996,0.8668541,0.07099495,Place
758,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",0.47332582,0.050085254,0.47658896,Service
759,They also do a great job for restaurant week.,0.09786214,0.25405914,0.6480788,Service
760,I went to this restaurant with a woman that I met recently.,0.7704866,0.114238046,0.11527541,Food
761,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",0.24417672,0.71347266,0.042350627,Place
762,This is where the aforementioned line was.,0.33333334,0.33333334,0.33333334,Food
763,The food is reliable and the price is moderate.,0.12765753,0.7351081,0.13723443,Place
764,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",0.11787102,0.1989053,0.68322366,Service
765,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",0.04423698,0.90615547,0.049607556,Place
766,We always go there on the weekends and leave extremely full and satisfied.,0.08675418,0.2543826,0.6588632,Service
767,i dont how this place is still running.,0.12006295,0.17865257,0.70128447,Service
768,The server was really cool and served us our food and drinks with a smile.,0.049736295,0.8981104,0.052153286,Place
769,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,0.07813053,0.8576645,0.064204976,Place
770,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",0.049085703,0.84735847,0.103555866,Place
771,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",0.17531829,0.64862674,0.17605498,Place
772,Excellent experience.,0.6203037,0.26026985,0.11942649,Food
773,"Well worth the trip, close to City Hall and downtown subway stops.",0.43676132,0.07806554,0.48517314,Service
774,I had to share my table with a loud group of kids and the service was rude an unattentive.,0.066352084,0.18891726,0.74473065,Service
775,What more could you want?,0.12315523,0.59640217,0.2804426,Place
